BCC-CSM2_370,CanESM5-CanOE_370,CNRM-CM6-1_370,CNRM-CM6-1-HR_370,CNRM-ESM2-1_370,GFDL-ESM4_370,INM-CM4-8_370,INM-CM5-0_370,IPSL-CM6A-LR_370,MRI-ESM2-0_370,BCC-CSM2_585,CanESM5-CanOE_585,CNRM-CM6-1_585,CNRM-CM6-1-HR_585,CNRM-ESM2-1_585,GFDL-ESM4_585,INM-CM4-8_585,INM-CM5-0_585,IPSL-CM6A-LR_585,MRI-ESM2-0_585
0.51893,0.65138,1.0694,1.3455,1.5424,1.0781,2.8978,3.8789,0.28025,0.38201,0.30349,0.93987,1.7225,1.5012,1.855,1.4666,3.4176,3.5848,0.19322,0.32267
0.4269,0.62221,0.75814,1.2337,1.2537,1.092,2.3529,3.8504,1.4013,0.27431,0.45378,0.77027,1.2332,1.6483,0.74399,0.90422,3.091,4.0423,0.7348,0.38996
0.26984,0.3906,0.34203,0.13275,0.51133,0.67696,1.2557,1.7059,1.1082,0.29568,0.063294,0.44482,0.67797,0.82297,0.72028,0.73287,2.3727,2.8009,0.75827,0.1312
0.68944,0.27532,0.52061,0.13106,0.78073,0.92361,1.3836,2.0632,1.0288,0.038013,0.60437,0.39461,0.871,0.4166,0.78703,0.2408,1.1421,0.94231,0.52488,0.051596
1.8122,0.23597,0.34616,0.33267,0.36709,3.3231,2.8653,2.6633,0.73429,0.047662,1.0795,0.24967,1.0022,0.31684,0.19836,0.17207,2.6569,2.4957,2.5609,0.075142
3.5582,0.98337,3.7375,1.0882,4.324,1.3994,3.9219,6.0766,6.4543,0.84993,5.4914,0.62366,0.64847,2.4551,4.7861,1.6406,3.8935,5.1404,9.697,3.2101
4.0334,6.1819,11.35,3.6736,3.4024,7.7567,4.6463,7.3111,11.596,10.888,6.4908,8.3379,0.61056,1.4252,10.817,6.2416,8.7175,6.057,12.587,2.4277
12.562,8.6907,11.206,5.6759,9.4896,6.5497,6.7296,12.453,13.977,14.515,10.775,13.563,13.111,6.7878,10.126,4.7048,14.361,14.156,16.859,12.761
5.6425,10.406,11.732,10.112,10.199,18.524,11.409,7.1856,14.211,12.716,18.818,7.3682,7.693,12.861,11.288,11.686,11.859,14.896,14.377,5.2634
8.1428,10.483,9.9589,7.4528,14.572,16.331,11.296,7.4448,15.915,1.1307,14.709,2.5931,13.796,13.693,7.3079,6.9267,11.22,7.934,17.347,3.0472
6.7879,2.5494,6.2803,5.2441,11.062,1.7522,10.086,4.7215,5.5337,0.33802,5.683,0.87579,5.3149,3.6538,3.191,1.6315,7.3042,3.9903,6.0227,0.49257
0.36606,0.66836,5.5905,1.9388,2.328,1.1185,4.1145,4.4392,0.35038,0.41476,1.705,0.4303,1.5043,2.8363,2.9409,1.308,3.2461,4.5517,1.1894,1.1257
0.56506,0.58369,1.5258,0.9048,1.2279,1.0716,3.3663,4.0236,0.080137,0.83819,1.3127,0.61003,0.90054,0.55789,1.4012,1.274,2.9064,4.4691,0.11974,0.61779
0.13903,0.61617,1.4141,0.46841,0.80627,0.90055,2.321,4.8505,0.046629,0.56492,0.15147,0.49897,0.63576,0.68693,1.2899,1.1684,3.7518,3.0339,0.18893,0.69131
0.11804,0.59757,0.92523,0.27023,0.67617,0.77282,3.1491,2.0355,0.075899,0.64247,0.17788,0.56727,0.36353,0.16505,0.69208,0.59819,1.3387,3.4923,0.80298,0.57648
0.099136,0.44057,0.52789,0.3823,0.31752,0.86632,1.9995,2.0197,0.30594,0.088415,0.038144,0.45488,0.24026,1.8626,0.72126,0.2751,0.81343,1.6089,1.1292,0.2711
0.88857,0.33094,2.8703,0.68688,0.63982,0.20111,3.6273,3.1767,1.7187,0.089944,0.58944,0.29129,2.917,0.6844,2.1351,3.4593,2.7048,3.8609,2.8013,0.63478
1.8056,0.46149,3.6207,1.1608,3.7421,6.0275,7.3241,3.9168,4.7821,0.59594,3.087,0.3938,6.6536,1.6872,5.5091,1.5972,5.532,5.1467,5.4861,0.2419
4.5988,8.3713,10.262,6.7796,11.222,6.428,10.503,12.163,13.283,5.6103,8.691,15.277,10.465,4.4364,7.5963,9.1211,7.3548,8.078,12.139,6.1453
5.6448,15.664,13.725,3.4126,10.267,9.5381,9.7168,7.8918,15.406,12.071,7.159,13.938,11.414,9.1754,13.064,14.631,9.7239,16.23,13.993,1.7934
9.8609,12.07,12.232,11.159,14.43,13.595,5.2994,13.317,13.843,4.5447,6.1903,16.324,14.197,12.175,12.147,12.557,10.713,14.226,13.95,2.0847
13.348,8.3274,9.1555,11.881,11.527,7.3774,11.13,5.2264,16.311,1.5578,9.7666,1.8551,7.3213,4.3943,6.9601,3.9016,9.7663,8.8999,14.918,0.86908
3.6743,0.96686,6.8194,3.7877,5.0551,1.5256,5.1483,7.9693,4.0768,1.7976,2.3764,0.77284,6.1167,2.069,4.6342,1.1305,4.9245,4.7846,3.7124,0.2771
1.7801,0.65552,2.3026,1.4551,1.792,1.2872,2.6333,3.8889,0.3277,0.69568,1.6186,0.63551,2.4548,1.1438,1.5793,1.4006,3.8067,3.1455,2.2964,0.19291
0.25306,0.68356,2.1515,0.93571,2.1464,1.3151,1.9106,3.1656,0.11069,0.48448,0.95115,0.79832,1.4914,1.2743,0.99341,0.97884,3.2516,4.2554,1.4948,0.20649
0.32346,0.89628,1.4293,0.70379,1.4548,1.1175,2.3029,3.0858,0.71197,0.53143,0.1226,0.76207,0.85654,0.40503,0.8512,1.7292,3.4682,3.5097,1.7926,0.46452
0.046009,0.34855,0.72384,0.78538,1.2087,0.49763,2.3263,2.5177,0.86317,0.30546,0.2894,0.64901,1.3615,0.95698,0.87223,0.95513,2.2404,1.7883,0.13873,0.26255
0.20796,0.29689,0.25296,0.79321,0.4046,0.45016,0.43664,0.67227,0.4964,0.051405,0.76929,0.26469,0.6144,0.10633,0.33117,0.33676,0.84639,1.5521,0.098211,0.042766
1.7282,0.16646,3.3253,1.2513,0.3661,0.25773,4.1672,1.8739,1.2726,0.052592,1.165,0.16897,0.33026,0.55247,0.25876,0.29733,2.9147,2.5119,0.35579,0.072344
4.3866,2.1032,6.7198,1.1336,0.72085,5.3115,7.3138,4.0045,6.9929,2.2207,4.0265,1.3299,2.9824,0.33993,2.985,2.3692,2.2222,6.5371,2.7871,0.096406
7.197,13.168,12.659,5.9284,7.9847,7.7663,8.5382,5.197,14.01,3.1846,7.2941,9.2264,2.7186,1.9934,6.3606,13.481,5.5701,13.719,10.946,6.9847
9.3877,12.677,11.563,8.676,8.051,8.8416,8.7944,9.2206,16.369,6.759,8.4061,9.4124,7.7389,3.5146,7.0261,18.171,8.0961,8.945,15.001,7.0913
9.4275,6.9268,16.887,12.287,16.027,14.992,11.355,7.4166,15.47,6.0092,9.3721,8.6764,11.087,7.385,12.397,10.892,11.798,18.642,16.161,3.0314
16.19,2.6659,10.852,8.9688,11.23,9.0525,8.1094,7.2426,14.215,1.961,19.866,1.2635,8.5291,12.161,14.455,5.1584,8.4481,7.5358,31.209,0.14724
2.8665,0.90866,4.6404,2.8006,7.0541,4.929,4.463,6.2697,12.596,0.22993,4.2354,0.54849,5.0812,2.4333,6.3157,1.3855,4.2673,4.433,1.186,0.30421
0.53739,1.2087,4.4282,2.132,2.1676,1.4865,2.734,3.5797,1.6353,0.72784,0.8284,0.84967,3.0801,1.4499,2.0183,1.3132,4.5228,3.8813,0.61649,0.85955
0.99875,0.99363,1.96,1.512,1.672,1.6459,2.2261,6.0829,0.21819,0.30199,0.44214,0.42877,1.4422,1.1208,1.8311,1.233,4.218,2.5181,1.3254,0.49248
0.54428,0.64097,1.2406,0.97949,1.3274,1.3502,1.5369,3.4019,0.3147,0.40489,0.39384,0.74476,1.2875,0.81606,1.297,1.315,4.6441,3.2547,0.50596,0.4961
0.29028,0.48456,0.64876,0.59081,0.47006,1.0933,1.6748,2.882,0.15766,0.15977,0.0811,0.44527,0.41566,0.39324,0.67612,0.60333,2.8002,2.7754,0.1161,0.23366
0.86371,0.24775,0.65379,0.73336,0.60284,0.50718,1.3676,1.2232,0.52589,0.11372,0.35881,0.4299,1.8304,0.17012,1.4208,0.30979,0.64308,1.2178,0.02885,0.18286
0.99108,0.11426,2.116,0.7181,2.395,0.18039,3.4664,3.3479,2.4736,0.031838,0.88083,0.22316,1.9542,1.0658,0.99213,0.93511,0.66485,3.1872,0.17516,0.042237
3.852,2.1644,7.2782,1.1458,3.0491,2.2561,7.9402,4.0568,7.0085,0.2555,3.8852,0.69406,6.3058,4.0494,3.0145,1.3799,3.1294,6.7578,2.1756,0.24966
5.6671,9.5976,13.699,1.3768,2.2396,6.7554,5.6559,8.5311,12.536,5.2884,5.6756,7.8828,12.549,2.8994,5.5789,8.2981,7.2779,13.017,11.154,2.1554
5.3859,11.373,10.894,2.0177,7.5267,16.496,7.4401,14.701,13.655,1.8842,6.9274,15.759,12.526,11.139,2.8241,5.0753,7.7201,14.391,17.29,2.4122
10.389,9.6377,15.089,7.0376,10.219,6.8205,10.004,7.9039,25.111,1.3307,8.2775,15.639,10.744,12.568,17.352,3.8227,5.6188,8.2462,19.925,2.8353
6.352,4.2337,12.457,11.254,11.174,8.2571,11.035,8.0425,17.619,0.21158,4.0394,7.0821,8.9927,5.5321,11.203,6.9947,9.7138,12.231,24.59,0.71697
3.2367,1.0583,2.9234,2.925,3.8148,2.0014,9.9716,4.7573,9.1473,0.14494,2.907,1.0382,5.1143,4.3229,4.3926,3.3045,4.5809,5.0948,4.7728,0.15087
1.6782,0.7529,2.5021,3.4655,2.6936,1.3367,3.3574,4.0371,2.6938,0.2493,1.1184,1.0665,2.0736,1.9156,2.6147,1.0837,4.2414,5.1293,1.4785,0.52421
0.59882,0.7585,1.4234,2.3603,1.3223,1.0033,2.3236,3.6348,0.41395,0.49675,0.33058,0.78645,1.4031,0.69423,2.2752,1.3145,4.5817,4.4609,0.62918,0.8797
0.52933,0.58061,1.2364,1.3633,1.1364,1.1664,2.0163,3.4422,0.25712,0.60011,0.84954,0.92111,0.606,0.54736,0.93982,0.99614,2.2453,3.6049,0.76396,0.77752
0.45427,0.47567,0.61897,0.32295,0.80577,0.6601,1.7811,3.4211,0.22638,0.31668,0.28832,0.63743,0.84366,0.16811,0.92199,0.69507,0.83556,1.9403,0.05071,0.13424
0.074024,0.28052,0.3947,1.3001,0.59512,0.28704,2.7508,1.3609,0.33328,0.26431,0.34279,0.44431,0.2308,1.193,0.46799,0.2795,1.5193,1.2467,0.010331,0.093043
0.49381,0.35349,0.42398,2.4842,0.34052,0.14009,1.7401,2.5194,3.2952,0.028166,0.32115,0.29654,1.6155,2.4429,0.98475,0.18501,3.0736,2.2653,0.93908,0.06996
5.275,0.21124,1.8665,2.2735,1.0583,0.11304,5.3848,6.2969,10.429,5.1086,2.5496,0.4557,4.5317,1.198,4.0613,4.7852,4.1292,8.5945,6.5955,0.50298
7.5191,3.3664,9.4476,1.6821,5.0897,5.3654,7.1351,11.574,17.302,4.6585,4.6739,7.2022,5.9202,9.1689,9.2756,11.156,8.9075,5.8719,13.663,14.876
6.0878,4.115,15.128,6.9767,2.9989,9.8419,8.24,9.8704,16.23,20.968,8.6294,13.307,13.306,6.5751,6.0389,5.9792,9.7549,7.0218,15.198,10.404
7.1355,2.4795,14.839,12.672,13.018,4.0244,12.517,12.256,29.305,9.2262,5.3161,21.247,13.683,12.999,12.334,11.584,11.349,7.4346,16.262,7.268
5.0663,0.73449,12.887,9.0975,17.702,2.7328,10.244,6.5973,10.955,2.1289,7.3765,3.7167,3.7019,9.1022,9.637,5.5988,7.9405,9.9499,14.238,0.7528
4.1555,0.40251,8.3393,2.0987,3.1644,2.7733,5.3819,4.7878,7.3989,0.33989,4.7271,0.84242,6.7175,5.2738,5.0837,2.9198,5.7371,4.2734,12.943,0.60852
1.5167,0.36018,3.0014,1.2288,2.3278,1.2715,4.0123,4.8032,2.1724,1.1343,0.41211,0.85286,2.3776,1.1911,2.1262,1.0748,3.6754,4.6375,4.5397,0.39606
