Date,Year,Month,Max,Min,Precip
1973.1,1973,10,17,4,6
1973.11,1973,11,23,6,1.100000024
1973.12,1973,12,25,9,3.099999905
1974.01,1974,1,29,14,32.40000153
1974.02,1974,2,30,17,45.40000153
1974.03,1974,3,31,17,59.70000076
1974.04,1974,4,33,20,141.8000031
1974.05,1974,5,28,18,144.6000061
1974.06,1974,6,28,16,121.0999985
1974.07,1974,7,26,14,23.60000038
1974.08,1974,8,22,10,29.5
1974.09,1974,9,19,6,4.199999809
1974.1,1974,10,20,7,29.60000038
1974.11,1974,11,23,5,10.80000019
1974.12,1974,12,23,9,8.399999619
1975.01,1975,1,28,13,26.5
1975.02,1975,2,32,17,15.30000019
1975.03,1975,3,31,18,60.59999847
1975.04,1975,4,33,20,71.40000153
1975.05,1975,5,31,19,163.3999939
1975.06,1975,6,28,17,172.6000061
1975.07,1975,7,26,13,58.29999924
1975.08,1975,8,21,10,9.199999809
1975.09,1975,9,21,9,16.29999924
1975.1,1975,10,19,2,1.700000048
1975.11,1975,11,21,5,3.299999952
1975.12,1975,12,26,10,33.90000153
1976.01,1976,1,28,13,42.5
1976.02,1976,2,30,16,58.70000076
1976.03,1976,3,35,19,80.30000305
1976.04,1976,4,32,19,192.3999939
1976.05,1976,5,31,19,85.80000305
1976.06,1976,6,26,15,150.6000061
1976.07,1976,7,25,11,11.89999962
1976.08,1976,8,21,9,43.40000153
1976.09,1976,9,19,5,4.599999905
1976.1,1976,10,20,4,6.699999809
1976.11,1976,11,21,6,8.199999809
1976.12,1976,12,25,10,8.899999619
1977.01,1977,1,28,14,33.79999924
1977.02,1977,2,32,18,42
1977.03,1977,3,33,20,91.69999695
1977.04,1977,4,32,20,217.1999969
1977.05,1977,5,29,19,185.6000061
1977.06,1977,6,27,17,160.1999969
1977.07,1977,7,25,13,101.3000031
1977.08,1977,8,21,8,47
1977.09,1977,9,19,8,23.70000076
1977.1,1977,10,21,6,9.300000191
1977.11,1977,11,22,6,17.89999962
1977.12,1977,12,28,11,43.79999924
1978.01,1978,1,30,14,81.90000153
1978.02,1978,2,31,18,65.40000153
1978.03,1978,3,32,20,192.6000061
1978.04,1978,4,31,19,116
1978.05,1978,5,30,19,115.8000031
1978.06,1978,6,27,17,133.3000031
1978.07,1978,7,27,13,25
1978.08,1978,8,24,10,6
1978.09,1978,9,19,6,12.80000019
1978.1,1978,10,22,7,1.700000048
1978.11,1978,11,21,4,1
1978.12,1978,12,29,11,5.199999809
1979.01,1979,1,28,15,81.5
1979.02,1979,2,31,18,103.5
1979.03,1979,3,33,20,110.5
1979.04,1979,4,32,20,222.1999969
1979.05,1979,5,30,19,138.6999969
1979.06,1979,6,27,16,142.8999939
1979.07,1979,7,24,11,129.5
1979.08,1979,8,23,9,5.300000191
1979.09,1979,9,19,4,1.5
1979.1,1979,10,21,6,8.899999619
1979.11,1979,11,25,10,18.89999962
1979.12,1979,12,24,8,15.69999981
1980.01,1980,1,29,14,30.60000038
1980.02,1980,2,28,16,121.3000031
1980.03,1980,3,30,18,146.6999969
1980.04,1980,4,34,18,37.5
1980.05,1980,5,32,19,71.5
1980.06,1980,6,31,19,157.1000061
1980.07,1980,7,25,14,78.30000305
1980.08,1980,8,22,11,18
1980.09,1980,9,18,6,29.39999962
1980.1,1980,10,21,3,2
1980.11,1980,11,24,7,2.299999952
1980.12,1980,12,27,9,5.599999905
1981.01,1981,1,27,14,98.19999695
1981.02,1981,2,30,16,66.30000305
1981.03,1981,3,33,19,103.6999969
1981.04,1981,4,31,20,218.8000031
1981.05,1981,5,30,20,207.3000031
1981.06,1981,6,29,17,117.5999985
1981.07,1981,7,24,14,113.4000015
1981.08,1981,8,23,12,27.89999962
1981.09,1981,9,19,6,3.099999905
1981.1,1981,10,20,4,14.30000019
1981.11,1981,11,24,8,16.79999924
1981.12,1981,12,25,8,13.5
1982.01,1982,1,28,14,31
1982.02,1982,2,30,17,68.90000153
1982.03,1982,3,33,20,55.29999924
1982.04,1982,4,32,19,109.5
1982.05,1982,5,30,19,89.90000153
1982.06,1982,6,27,16,166.1999969
1982.07,1982,7,25,15,58.5
1982.08,1982,8,24,11,7.199999809
1982.09,1982,9,17,8,12.60000038
1982.1,1982,10,20,6,11.5
1982.11,1982,11,24,8,6.400000095
1982.12,1982,12,26,12,43
1983.01,1983,1,29,14,15.80000019
1983.02,1983,2,30,17,76.90000153
1983.03,1983,3,31,19,149.1000061
1983.04,1983,4,32,20,230.3999939
1983.05,1983,5,30,19,177.5
1983.06,1983,6,29,17,50.29999924
1983.07,1983,7,25,14,86.69999695
1983.08,1983,8,21,11,55
1983.09,1983,9,17,3,26.39999962
1983.1,1983,10,18,3,38.09999847
1983.11,1983,11,21,5,15.10000038
1983.12,1983,12,26,9,1.600000024
1984.01,1984,1,30,15,36.70000076
1984.02,1984,2,31,17,71.30000305
1984.03,1984,3,34,20,65.69999695
1984.04,1984,4,33,20,148.1000061
1984.05,1984,5,31,20,177.6999969
1984.06,1984,6,26,17,231.6999969
1984.07,1984,7,23,12,66.40000153
1984.08,1984,8,21,9,12.69999981
1984.09,1984,9,15,6,30.39999962
1984.1,1984,10,19,5,15.80000019
1984.11,1984,11,21,5,13.80000019
1984.12,1984,12,26,11,9.800000191
1985.01,1985,1,28,16,45.59999847
1985.02,1985,2,29,17,61.79999924
1985.03,1985,3,29,18,110.9000015
1985.04,1985,4,32,19,85.59999847
1985.05,1985,5,29,19,181.8000031
1985.06,1985,6,29,17,123.5
1985.07,1985,7,25,13,66.09999847
1985.08,1985,8,24,10,33.90000153
1985.09,1985,9,19,7,8.100000381
1985.1,1985,10,19,5,28.5
1985.11,1985,11,22,7,15.5
1985.12,1985,12,26,10,20.79999924
1986.01,1986,1,27,15,113.9000015
1986.02,1986,2,29,18,137.3999939
1986.03,1986,3,32,20,173.3000031
1986.04,1986,4,34,20,78.69999695
1986.05,1986,5,31,19,126.5
1986.06,1986,6,28,16,69.80000305
1986.07,1986,7,26,15,69.59999847
1986.08,1986,8,23,10,24.39999962
1986.09,1986,9,20,7,33.40000153
1986.1,1986,10,21,7,29.10000038
1986.11,1986,11,21,8,29.70000076
1986.12,1986,12,25,10,27.39999962
1987.01,1987,1,28,15,80.09999847
1987.02,1987,2,30,17,126.1999969
1987.03,1987,3,34,21,83
1987.04,1987,4,32,20,177
1987.05,1987,5,33,21,31.20000076
1987.06,1987,6,30,17,75.80000305
1987.07,1987,7,27,14,57.40000153
1987.08,1987,8,19,6,22.39999962
1987.09,1987,9,20,5,12.89999962
1987.1,1987,10,22,6,11.69999981
1987.11,1987,11,21,6,6.300000191
1987.12,1987,12,26,9,16.79999924
1988.01,1988,1,30,16,18
1988.02,1988,2,30,18,90.30000305
1988.03,1988,3,30,18,129.1000061
1988.04,1988,4,32,20,246.1000061
1988.05,1988,5,30,19,95.80000305
1988.06,1988,6,30,18,105.8000031
1988.07,1988,7,25,13,85.19999695
1988.08,1988,8,19,8,37.5
1988.09,1988,9,18,4,4.099999905
1988.1,1988,10,17,3,19.29999924
1988.11,1988,11,24,6,0.800000012
1988.12,1988,12,24,9,3.599999905
1989.01,1989,1,29,13,4.900000095
1989.02,1989,2,34,18,16.20000076
1989.03,1989,3,35,21,44.59999847
1989.04,1989,4,35,20,62.59999847
1989.05,1989,5,35,21,47.59999847
1989.06,1989,6,29,17,178.1000061
1989.07,1989,7,26,14,35.70000076
1989.08,1989,8,21,9,19.89999962
1989.09,1989,9,20,10,49
1989.1,1989,10,21,5,2.099999905
1989.11,1989,11,24,7,0.800000012
1989.12,1989,12,25,9,6.800000191
1990.01,1990,1,28,14,61.20000076
1990.02,1990,2,32,18,24.79999924
1990.03,1990,3,34,21,95.59999847
1990.04,1990,4,34,20,111.3000031
1990.05,1990,5,29,20,89.19999695
1990.06,1990,6,26,17,172.3999939
1990.07,1990,7,24,14,136.6999969
1990.08,1990,8,22,9,38.70000076
1990.09,1990,9,19,5,22.79999924
1990.1,1990,10,19,5,9.699999809
1990.11,1990,11,25,8,5.400000095
1990.12,1990,12,25,8,7.699999809
1991.01,1991,1,29,16,89.09999847
1991.02,1991,2,31,18,85.30000305
1991.03,1991,3,32,20,78.09999847
1991.04,1991,4,31,19,122.0999985
1991.05,1991,5,31,20,108.8000031
1991.06,1991,6,30,19,145.6999969
1991.07,1991,7,27,14,64.80000305
1991.08,1991,8,23,11,29.79999924
1991.09,1991,9,19,8,16.79999924
1991.1,1991,10,20,6,19.60000038
