CanESM5-CanOE_370,CNRM-CM6-1_370,CNRM-CM6-1-HR_370,CNRM-ESM2-1_370,GFDL-ESM4_370,INM-CM4-8_370,INM-CM5-0_370,IPSL-CM6A-LR_370,MRI-ESM2-0_370,CanESM5-CanOE_585,CNRM-CM6-1_585,CNRM-CM6-1-HR_585,CNRM-ESM2-1_585,GFDL-ESM4_585,INM-CM4-8_585,INM-CM5-0_585,IPSL-CM6A-LR_585,MRI-ESM2-0_585
28.37142334,27.90383301,27.53084717,28.30275879,26.71624146,27.71087036,26.48342285,26.29161987,30.11315308,29.01485596,28.54473267,27.50985107,28.68364868,27.00133667,27.46401367,26.73519287,26.39251099,29.33324585
28.28914795,27.45757446,27.24086914,28.00576172,26.33364258,26.53658447,26.16158447,26.17244873,29.63042603,28.83049927,27.36696777,27.0274292,28.22835693,26.47057495,26.49407349,26.31426392,26.9694458,28.40749512
29.10656128,27.52886353,26.8741394,27.90865479,26.84490356,26.5274292,26.53557739,26.88555298,30.33184204,29.20263062,27.17424927,27.35762939,28.86919556,25.91140137,26.67046509,26.55996094,26.58419189,30.13378296
30.13149414,28.90984497,28.9052063,27.97402344,28.89360962,26.88018188,27.02382813,27.52800903,31.08599243,31.20302734,28.19133911,29.18352661,29.92052612,27.62774048,27.12285767,27.13005981,27.49205933,32.12017212
30.96831665,31.22481689,31.36309204,30.481073,30.7282959,27.36611328,26.96483765,27.9956604,32.99569092,30.78515015,30.52608643,31.60366211,31.3253418,28.32210693,27.4678894,27.41082153,27.97490845,33.55440674
30.71804199,32.8633667,33.48265991,32.51036987,32.41237793,28.21340332,28.01967773,29.03789673,32.12374268,29.61257324,33.1753479,32.38985596,33.64528809,29.47896729,28.66640625,28.16414795,28.05623779,36.59691772
32.05559692,33.88979492,34.7210022,33.47802124,33.33806763,31.49953613,30.04265747,30.68102417,36.12154541,31.85674438,34.42211304,32.57930908,34.97194824,32.29659424,31.10030518,29.47606812,29.57393799,38.1189209
38.24907837,33.76824341,32.71056519,35.38277588,34.14223633,32.26644287,31.69091187,30.15041504,38.99746094,39.07201538,35.95754395,33.0598999,33.7807251,34.51586304,33.47756348,32.95491943,29.35009155,37.24224243
39.36293945,33.40886841,33.07769165,35.60662231,33.05953369,32.92434082,35.19036255,30.5151001,38.47786865,39.40480957,34.53081665,32.90096436,34.08452759,35.58999023,36.15194092,34.90651855,29.13005981,36.56203613
34.55263672,33.28002319,32.01125488,33.75011597,30.87297974,35.54284058,35.25905762,30.0140625,37.83202515,33.11760864,34.18224487,32.24730835,32.74013672,33.53023682,35.52773438,34.31661377,29.00969849,37.0357605
31.72887573,29.66588745,30.39733276,31.62163696,30.24123535,31.29699097,32.096521,28.96297607,33.08843384,31.40633545,30.50927124,30.84368286,31.23214111,33.14092407,32.20903931,32.08391724,28.16292725,31.12600098
30.67177734,30.22619019,29.72719727,31.22365723,27.14199219,28.49541626,28.10894165,27.67199097,31.12740479,29.41588745,29.8802124,29.14522705,30.55230103,28.96654663,28.25008545,28.06054077,27.42843018,30.08199463
28.96465454,27.56829224,27.70256958,28.35738525,26.48735962,26.00429688,27.09029541,26.490625,28.99962769,28.06884155,27.18435059,27.95092163,29.55471191,27.22341309,26.67449341,26.70406494,26.27883301,29.21395264
28.30248413,27.28829346,26.98760376,28.25936279,26.27446899,25.99483643,26.45913086,26.36959229,28.90447388,29.250177,27.39904175,27.67568359,27.9265686,26.22854004,26.49038086,26.52446899,26.90584717,28.83373413
29.07103882,28.23046265,28.42077026,28.1177002,27.55779419,26.46810303,26.92745361,27.35216675,30.60540161,30.10497437,28.12856445,28.21334229,28.56008301,27.06923828,26.76641235,26.45742188,26.91655884,29.80465088
30.34853516,28.13567505,29.31685791,29.04430542,27.99645386,27.17525635,26.94649658,27.33422241,30.46630249,30.29992065,27.90221558,29.1302124,28.89931641,27.44503174,27.22371826,27.2524353,27.22039185,32.67608032
30.6322876,29.65603027,30.04326782,31.36541138,29.1614624,28.37938843,27.60167847,27.57259521,32.19533691,30.68248901,30.38070068,30.66072998,30.32305298,29.55123291,27.36745605,28.51217041,27.84133301,32.78405151
30.28240356,32.81524048,32.74202881,32.07595215,29.99926147,28.84530029,28.36617432,29.7164856,31.50838623,32.07158813,32.41002808,32.35619507,31.52169189,31.62557373,28.1406189,30.35137329,27.8350769,33.34749756
32.9633728,32.92659912,34.68010864,33.21761475,33.07164917,33.21074829,32.39818726,29.24984131,31.62365112,33.87835083,33.48381958,33.60891113,34.69848022,33.61916504,31.77211914,33.32283936,29.27779541,36.16204224
38.90380249,34.05361328,34.0347229,33.06286011,34.16546021,32.76607666,33.23314819,30.33770142,36.16616211,39.65560303,34.80428467,34.51546631,35.18377075,33.59508667,33.21224365,32.80236206,28.93139038,38.99138794
36.25823364,34.05605469,34.44664917,35.27562866,32.86000977,35.10454712,34.39196167,29.77962646,38.00234375,39.53630981,33.60994873,33.31060181,35.24666748,33.07076416,35.05715332,35.82445679,30.20519409,37.35881958
33.31118164,32.70455322,33.18349609,34.33419189,34.32409058,35.58791504,32.41915283,29.4762207,39.4706665,32.5024353,32.05651245,32.02651367,34.32769165,32.40810547,35.79857788,34.55568848,29.54985962,37.1765686
31.97002563,31.23116455,31.64663086,30.77483521,30.68755493,29.72774658,32.16167603,28.82781372,34.84200439,31.28356323,29.52098999,32.47823486,31.5927063,29.24215088,30.84594116,31.25594482,28.96187744,33.64251099
29.67223511,29.77086792,29.87157593,30.25731812,27.86290894,27.5420166,28.0503479,27.86046753,30.86159668,29.38930664,29.56795654,29.65032349,28.83867798,28.79836426,27.4843689,27.84447632,27.79100952,29.99639282
28.63225708,28.46264038,28.3137146,28.32994995,27.09212646,26.61947021,26.88942871,26.61544189,29.41552124,28.1632019,27.34291992,27.93041382,28.31221924,27.32412109,26.37740479,26.63225708,26.37639771,29.63607178
28.43370972,27.52175293,27.36034546,27.25231323,26.73735962,26.71352539,26.11043701,26.68306885,29.22420654,28.35366211,27.02828369,27.43798218,28.1111084,25.90841064,26.73269043,26.70244751,25.62737427,30.90291748
29.68251953,27.61589966,27.00777588,28.24498901,26.82259521,26.64684448,26.71135864,27.75744019,30.62667236,29.67589722,27.53392944,27.98690186,28.64153442,26.85634766,26.5979248,26.56716309,26.88121948,31.07393799
30.32024536,28.49315796,28.18792114,29.92650757,28.26467285,27.02926025,26.51207886,28.11852417,31.5380188,30.19823608,27.80632935,28.2880188,30.25606689,27.55379639,27.15410767,27.228479,27.8507019,31.91530762
31.34703979,29.94597778,31.02507935,31.32576904,30.09993896,27.87941895,27.47442017,28.25911865,34.18746338,30.41622314,29.69710693,30.86763916,30.59514771,28.34145508,28.02221069,27.96065674,28.11785278,32.87041626
31.16933594,32.28215942,32.59707031,32.17553101,31.14867554,30.30669556,27.55376587,28.8723999,35.15657959,30.30944214,33.02822266,33.08739624,32.91201172,30.59411011,30.93651733,29.21566162,29.38994751,33.81871948
32.70946655,33.6491333,34.56237183,32.82738647,33.12804565,31.33355103,31.98348389,30.76867065,35.87340698,34.515802,34.40148315,34.55773315,34.82390747,33.07360229,34.09365234,31.01268921,30.6022583,35.66439209
38.50930176,33.98150024,35.26259766,36.12368164,34.690271,33.69191895,32.44371948,29.87154541,38.05199585,38.84386597,33.78676758,33.86681519,34.26470337,33.39101563,31.76671753,32.70067749,29.72915039,39.38057861
37.24425659,35.2895752,35.14751587,34.50509033,34.6894165,34.75878296,34.5543457,29.43953857,37.6602417,37.57640991,34.36773071,33.40545044,35.24111328,35.12124023,34.00252686,34.88601074,31.41375122,38.68178711
34.98699341,32.69503174,33.37832031,32.7569519,32.90960083,36.25142822,35.16027222,29.97521362,34.54424438,32.7512146,32.69857178,32.81212769,34.3144165,34.14656982,36.48644409,32.18270264,30.2383667,37.83144531
31.45736084,30.96038208,31.38616333,31.44313965,30.93511353,29.55504761,30.3326355,28.58104858,33.83336792,30.27111206,32.32622681,31.92040405,30.66668091,29.52340088,32.24758301,30.5354248,28.97609863,34.47286377
28.54076538,29.95531616,30.11583862,29.98726807,28.3928772,27.5303894,27.31844482,27.96276245,31.2083374,30.06911621,29.25176392,29.93914185,30.97756348,29.73085938,27.54869995,28.14003906,27.95375977,30.71706543
27.81328735,28.40252075,28.16436157,28.54406128,27.99852905,26.73754272,26.8159729,26.51186523,29.63970337,29.12011108,28.0151001,28.89165649,28.73275146,27.61477051,26.73250732,26.53722534,27.01931152,30.11608276
28.29277954,27.18218384,27.90999756,27.74434814,26.85595093,26.34710083,25.9605957,26.50731812,29.21102295,28.678125,27.28862915,27.2612854,27.10616455,27.43828735,26.63051758,26.34716187,26.88369141,29.42086182
30.01622925,27.96550903,27.27819214,27.89803467,27.59673462,26.51503906,26.53151855,26.99682007,30.59990845,29.72606812,27.50808105,27.95903931,27.76500854,26.81853638,26.66152344,26.69780884,27.29528198,29.40969238
29.49266968,28.38076172,28.15493164,29.49694214,28.35759888,27.22756348,26.99407349,27.33754883,33.13347778,29.55892334,28.36254272,28.9777771,29.26732788,27.75484619,27.09243164,26.8713623,28.20601807,30.68053589
29.22878418,30.03911743,30.22716675,31.26174316,29.41295776,28.15761719,27.50020752,27.70479736,36.18056641,31.98375854,30.72280273,31.76946411,31.32164917,28.51125488,28.1881958,27.39605103,27.99221191,32.27129517
30.06481323,32.97149048,31.244104,33.25655518,31.58846436,29.18654785,28.24385986,28.69564209,35.99877319,29.40831909,32.88256226,33.12655029,31.98858032,29.90780029,29.30358276,29.1390625,30.24080811,32.25206909
30.39406738,34.87328491,33.04610596,33.3088623,33.23833618,32.37148438,29.5362793,29.58809814,37.37496338,33.80043945,33.78844604,34.18676147,33.76894531,31.67687378,31.949823,29.87886963,29.46636353,35.84890137
38.45195923,34.3467041,34.28087769,34.6390625,34.10750732,31.59124146,31.29271851,30.88286743,37.91658936,40.14837036,34.23519287,31.88979492,33.52428589,34.12792358,33.84758911,32.77681885,29.86550293,38.6987854
37.04171143,33.02633057,33.97753296,34.98705444,34.74175415,35.83742676,35.02538452,29.08629761,38.21383057,39.61086426,34.71523438,33.30275879,33.83141479,35.71401367,36.03789673,34.01036987,29.50942383,37.55742798
34.85592041,30.63594971,31.92470703,35.32320557,32.38613281,35.10909424,31.77926025,29.03954468,38.12932739,31.42666016,31.81746826,32.56435547,34.10445557,33.2161499,36.85027466,34.51177368,29.97545776,37.578302
30.65102539,32.19783936,30.51235352,32.88500366,28.18709717,32.75963745,30.20971069,28.48696289,34.19573364,30.21871338,30.8935791,31.66860352,30.86113892,31.63457642,30.84630737,32.10692749,29.03167114,34.77825317
28.96303711,29.34615479,31.39360962,32.27324829,28.34093628,28.29235229,28.21315918,27.50603638,30.72414551,29.74190674,29.82183228,29.36031494,29.45131836,28.57515869,28.19753418,27.89504395,27.61278687,30.22387085
28.37636719,27.60149536,28.48735962,28.55095825,26.92888794,26.87825928,26.80721436,26.83086548,29.3767334,29.2574707,27.32131348,28.57732544,28.15160522,27.32375488,26.98595581,27.05892334,27.12172852,28.76934204
29.18358765,27.7182251,27.67144165,27.55455933,26.80101929,26.47347412,26.35872803,26.52980957,29.68901978,30.12047729,27.58052979,27.60906372,27.5927063,25.88515625,26.88961182,26.76705322,26.37456665,29.47689209
29.50319824,27.20192871,27.97976074,27.52678833,26.0909668,26.68822632,26.22792969,26.69152222,32.69344482,30.09359131,27.60445557,27.82033691,28.03041992,26.72002563,26.89507446,26.58501587,27.25286255,30.03347168
29.69487915,27.36086426,28.81560669,28.41747437,27.41759644,27.02504883,26.98204956,27.61885986,32.6473938,30.01152954,29.83187256,28.56362305,29.55446777,28.33236084,27.02425537,27.04024658,28.14083252,31.38970337
32.02956543,29.59676514,30.35445557,30.32659302,29.12603149,27.39040527,27.67568359,28.05077515,32.21590576,31.49651489,29.65682373,31.38421021,31.16646729,29.46065674,27.99730835,27.53112183,27.60927734,32.84398804
29.11501465,32.28557739,32.60961304,32.11400757,30.28392944,28.71410522,27.52181396,28.23339233,34.81911621,31.33504639,31.98812256,33.49297485,33.77156982,29.5239502,28.10689697,28.76088867,29.58342896,34.66628418
32.46080933,34.94857178,33.75240479,32.67150269,31.90773926,31.39818726,29.61681519,29.6843811,37.2583252,36.67678223,33.82158813,34.77233276,34.62734375,31.75701294,30.52773438,32.46401367,30.06899414,35.21328125
40.06511841,35.5178772,34.80361328,35.66677246,33.60006104,33.22106323,32.38619385,31.83178101,38.45134888,35.15438232,33.96090088,34.63302002,34.4420105,33.72106323,33.64092407,31.53869019,30.43587646,40.01522217
39.92815552,35.25039063,34.81633911,36.24642334,34.22820435,35.78701172,33.27800903,30.52614746,36.65001831,39.23415527,33.7895752,33.50551758,35.41863403,34.52657471,35.13860474,34.30770264,31.13375244,38.32451782
33.45443115,32.79445801,32.87999878,35.25402222,33.40953979,33.61696777,34.66390381,29.81908569,36.63781128,34.65914307,32.36495361,31.89351807,33.01140747,31.65093384,35.31072388,31.88817749,28.86205444,39.56496582
30.04580078,32.00628052,31.38433228,33.63536987,30.70192871,32.31575928,30.57982788,28.48989258,36.83013306,31.59588013,30.72454224,31.20821533,32.45275269,29.39324341,30.83779297,31.25774536,27.96117554,35.41765747
28.87017212,30.64302979,29.90682373,30.36104736,27.40892944,28.73238525,27.26113281,27.30449829,31.73830566,29.16561279,27.69246826,29.6085144,30.73442993,28.38500366,27.51299438,27.72774658,27.02175293,30.41253052
28.55095825,27.70339355,27.99859009,29.627771,26.11669312,26.74633179,26.40258179,26.91048584,29.66469727,29.21019897,27.52654419,27.82445679,29.29018555,27.29192505,26.91610107,26.3333374,26.58397827,29.66723022
29.402948,27.04619751,27.29000244,28.22191772,26.03130493,26.51888428,26.41851196,26.66060791,29.25615845,29.09401855,27.05291138,27.96791992,27.77581177,26.05281982,27.05614624,26.58962402,26.05880127,29.75093994
29.13948975,27.43517456,27.23705444,27.67897949,26.33568726,26.7946106,26.6994873,27.39415894,31.80843506,29.86776123,27.87371216,27.87328491,28.52010498,26.58953247,27.20180664,27.05809937,26.50158081,30.35750732
29.27181396,28.31325684,28.54076538,28.48052368,27.60830078,27.07561646,27.41695557,27.83364258,33.8671814,30.70836792,28.57232056,28.54787598,28.75679932,27.71645508,26.8409668,27.55840454,27.05928955,31.44783936
29.45250854,31.27956543,32.14309082,31.38668213,29.32250366,28.09978638,28.2355896,28.29195557,35.89571533,30.90947876,30.7434021,30.52611694,32.20687256,29.44555054,27.59627686,27.74376831,27.75689087,33.72207031
31.0473877,33.7942749,33.86379395,32.89833984,30.85964355,30.40743408,29.27007446,28.94991455,36.0413147,30.05947266,33.50029907,33.82546387,33.16072998,30.38268433,30.21734009,29.87285767,27.64675293,33.36333618
35.82613525,33.63469849,33.89519653,33.09075317,32.43868408,31.89730225,30.89241943,30.24691162,37.36245117,34.84560547,33.28502808,32.85601196,33.83419189,32.931604,32.88729248,33.49053345,29.44527588,36.05205688
37.89052734,33.6012207,35.22762451,34.02553711,33.40996704,32.0750061,33.92296753,28.65499268,39.06524048,37.46804199,33.85567627,33.74138794,35.22710571,34.13549194,32.54741821,33.89559326,29.66082153,39.01366577
39.30513916,34.74660645,34.82964478,33.73656616,32.97911987,35.58379517,34.8973938,28.84880981,37.57930908,39.67559204,33.76790771,34.31502686,36.31026611,34.20012817,34.29647217,36.37429199,30.3689209,38.98745117
33.40084229,33.08458862,33.82860718,32.66018066,30.81133423,33.25130615,34.97030029,29.05007324,38.45745239,32.86116943,33.64763794,33.61516724,34.5468689,31.04729614,35.02538452,36.72649536,28.96398315,38.80553589
30.51897583,31.08876953,30.19130859,32.66176758,30.0395752,32.03652344,32.25164185,28.41869507,33.73079834,31.23949585,30.08654175,33.28362427,32.23412476,28.32665405,32.18248901,32.8666626,28.47173462,35.16918335
28.78994141,30.55193481,29.44158325,31.3598877,28.04778442,27.72313843,27.61464844,27.56606445,30.35076294,29.33269653,30.38778076,30.08773193,31.88521729,28.82085571,27.92931519,28.16912231,27.62911377,30.87883911
28.72155151,27.89394531,28.06881104,27.94191895,27.46584473,26.56704102,26.34261475,26.94008789,29.33208618,29.2895752,29.91884766,28.11135254,28.97704468,27.68502197,26.85604248,27.08297119,27.14522705,29.4710022
28.75985107,28.00377808,27.47609863,27.45525513,26.92788086,26.13213501,26.30825195,26.90184937,29.10939941,28.1043335,28.07360229,27.87230835,28.01400146,26.77388916,26.91365967,26.35601196,26.21767578,29.08358154
30.01418457,27.66063843,28.71816406,27.95620117,26.82595215,26.79082642,26.05083618,27.49315796,29.95165405,29.50869141,27.7776123,27.95653687,27.37212524,27.41655884,27.21254883,26.60308228,27.32702026,30.55120239
30.00240479,29.09127197,29.3477417,28.49492798,27.30608521,26.94240723,26.96364746,28.35332642,31.86644897,30.51079712,27.84841309,29.44140015,27.9734436,28.28041992,27.48201904,27.4092041,27.77666626,32.35350952
30.89547119,30.45650635,30.93786011,30.91539917,29.13668213,27.55928955,27.61974487,28.54955444,32.41729126,31.26488647,31.14751587,30.86974487,31.00472412,28.31725464,28.23442993,28.30611572,27.76152954,34.58770142
30.4711853,32.88900146,32.14510498,32.75444946,30.32485352,29.14138184,30.22176514,29.33342896,33.4772583,32.23204956,33.72356567,33.23522339,32.80785522,29.59749756,29.02132568,30.04342041,28.98635254,37.03548584
34.48500977,33.85683594,34.98345337,33.58474121,33.34041748,32.04354248,33.1446167,31.06148682,36.64141235,33.20177612,35.697229,33.95119629,35.49328003,32.92824707,31.62212524,32.63829956,29.97866211,37.25213013
37.39748535,34.80141602,35.15523682,34.415979,35.15490112,34.07796631,33.45220337,32.21853027,40.04818115,37.98180542,33.92263184,35.76976929,33.50414429,34.54259644,33.80477295,32.12938843,30.35491333,39.54726563
37.70223389,33.88799438,35.01418457,35.96120605,34.75496826,35.67073975,35.34954224,30.90343628,37.61541138,38.19622192,33.79567871,35.15734253,34.55233154,34.0871521,35.43721924,34.81343994,30.85610352,37.31218872
