CanESM5-CanOE_370,CNRM-CM6-1_370,CNRM-CM6-1-HR_370,CNRM-ESM2-1_370,GFDL-ESM4_370,INM-CM4-8_370,INM-CM5-0_370,IPSL-CM6A-LR_370,MRI-ESM2-0_370,CanESM5-CanOE_585,CNRM-CM6-1_585,CNRM-CM6-1-HR_585,CNRM-ESM2-1_585,GFDL-ESM4_585,INM-CM4-8_585,INM-CM5-0_585,IPSL-CM6A-LR_585,MRI-ESM2-0_585
24.85271606,22.06054077,21.21123657,21.73900757,21.28670654,21.60335693,21.29680786,22.36849365,24.71050415,22.39296875,21.48571167,21.51635132,22.06270752,21.3300415,21.73009644,22.19719849,22.28240356,24.66253052
19.67907104,19.70391235,20.12050781,19.237146,19.68279419,20.57976685,21.78829346,20.6027771,21.94680176,17.14260254,20.72564087,21.11745605,21.32695923,17.55996094,20.41735229,21.36550293,21.77193604,23.44069824
16.39379272,21.91588745,20.67455444,20.08471069,19.02071533,19.43456421,21.33217773,18.98262939,23.22857056,16.04082642,17.97039185,21.45940552,22.27987061,17.24389038,22.19838867,21.22460327,21.24743042,23.60787354
18.54506836,23.78429565,21.978479,22.90282593,21.78182373,22.64943848,22.66292725,22.50063477,24.24208984,19.90514526,23.8739563,21.69225464,23.93679199,21.69326172,23.24828491,23.02694092,22.36449585,24.86937866
25.98104248,23.92400513,22.36028442,24.70620117,24.45192871,23.60378418,23.33376465,22.52874146,26.29995117,24.79033813,24.58202515,22.19713745,23.66643677,23.31728516,24.34072266,24.30193481,23.66210327,26.83666382
25.48540649,23.23485718,21.75307617,23.7340332,23.78530273,24.8689209,24.51229248,23.72527466,26.48827515,26.03002319,24.46990356,22.06533203,23.10064087,24.76601563,25.01085815,24.29119263,23.90368042,26.74834595
26.21233521,21.91585693,21.21981201,22.9901062,22.95855103,23.27840576,23.35299072,23.72060547,25.7998291,25.32601318,22.89711914,21.42250977,22.00142822,24.70516357,23.58934937,23.1619812,23.71419678,26.28728638
25.27523193,21.78936157,20.99709473,22.44909058,22.40279541,22.47658691,22.73214111,23.4336792,24.81130371,24.62606201,22.60485229,21.18377075,21.37838135,23.52266846,22.5664917,22.49871216,22.98897705,24.64702759
24.33434448,21.17421875,20.56557617,21.63244019,22.25042114,22.1586853,22.66430054,23.19576416,23.78942261,23.98690186,21.54790649,20.04039917,21.40084229,22.62792358,22.6869751,22.66069946,23.09386597,23.99648438
24.35827026,21.34688721,20.60082397,21.89794312,22.01757202,22.5949646,22.58434448,23.17635498,23.74205933,23.74743042,21.50179443,20.58403931,21.5083252,21.9737793,22.8869873,22.82131348,22.98806152,23.79281006
24.74285278,21.94866333,20.98522339,21.78270874,22.4147583,22.78081665,22.9487854,23.27980957,23.95067749,24.28405151,21.69820557,20.8124939,21.65938721,21.78045044,23.11147461,22.93462524,23.16710815,24.40361938
24.94277344,21.81246338,20.94838867,21.87096558,22.89098511,22.6874939,22.8406311,23.27724609,24.60787354,24.70021973,21.80928955,21.22994385,21.75292358,22.49373779,23.16665039,22.71074829,22.84075317,24.79882202
22.71642456,21.46434937,21.09899292,21.67235718,23.05770264,20.53966675,21.22304688,22.53447876,24.96474609,21.46212158,21.25603638,20.21026001,21.54415283,20.44957886,22.13588867,20.55617676,22.02889404,24.31856689
18.01021729,21.64660034,20.38634644,20.22420654,18.43770752,20.26436768,21.39751587,20.56618652,22.24886475,17.33217773,21.55111084,20.99172363,18.81118164,19.0382019,19.44872437,21.36364136,21.30706177,23.20534668
15.32747803,21.90084229,21.68041382,20.48684082,18.19005737,20.37044678,20.84395752,20.90465698,22.19564209,16.1668335,20.79204712,20.70961914,22.24535522,19.51552734,20.38509521,19.97878418,20.02001343,23.79198608
16.98894653,24.03896484,22.63540039,24.53310547,21.96703491,22.66658936,22.47802124,20.62545166,23.99642334,18.91192017,23.0956665,21.86080322,23.21929321,20.24898682,22.40505371,23.00042114,21.88652954,25.33605347
24.38494263,23.98101196,22.70061646,24.81203613,24.65706787,24.05904541,25.12005005,23.69188843,26.72487793,23.33922729,24.12243042,22.87658081,25.48015747,23.08001099,23.66253052,24.03862915,23.51387939,26.75405273
25.65776978,23.72664795,22.69362793,24.99819336,25.37874756,25.11019287,24.00383911,24.19332275,26.76323853,25.54818115,23.24123535,22.47985229,24.74785767,24.64614258,25.28978882,24.1055542,23.71831665,27.28478394
25.42107544,22.9494873,21.78127441,23.39162598,23.89428101,22.58760986,23.72075806,23.98845825,25.77260742,25.70955811,21.46462402,22.62230835,23.60723267,23.15426025,23.17489014,23.62236938,23.60952148,26.30080566
24.18261108,21.95101318,20.99376831,21.92803345,23.34145508,22.60256348,22.90789185,23.57174072,24.9369751,24.61171875,21.28658447,21.49108276,22.8331543,22.76195679,22.8532959,22.60476074,22.75390015,24.74630127
24.00258789,21.60524902,20.43889771,21.36315308,23.10119019,23.02797852,22.64760742,23.36397705,23.94066772,23.92626343,21.32161865,21.12798462,21.9190918,22.63878784,22.86351929,22.74932251,22.86290894,23.7388855
23.6345459,21.86934814,20.75307617,21.09319458,22.54750977,22.84493408,22.84490356,23.54308472,23.4782959,23.72631226,21.49181519,20.99627075,21.64071045,21.77657471,22.809198,22.71407471,22.9137207,23.44268188
23.91237793,21.92028198,20.60881958,21.69118652,22.48000488,23.07058105,23.03328857,23.55736694,24.27950439,23.9850708,21.76119385,21.15819702,21.78701172,22.29488525,23.04946289,23.02840576,23.22963867,24.07549438
24.51049194,21.92128906,21.29869995,21.77373657,22.82149658,22.71047363,22.89013062,23.79351196,24.77092896,24.59331665,21.80370483,21.24346313,21.81899414,22.59880981,23.11919556,22.83995972,22.91799316,24.63771973
21.09151611,21.85457764,21.0083252,20.48772583,21.99044189,21.40740356,21.61712036,22.92064819,24.71181641,22.67568359,22.03054199,21.32409058,22.05916748,19.61379395,21.53911743,21.55599365,22.44017944,24.52337036
16.75261841,22.34868774,21.17009888,18.01183472,18.28182373,18.50411377,21.01275024,21.79015503,21.65532837,16.88878784,22.80147705,20.40184937,21.21730957,17.17806396,17.72374878,18.5175415,19.41512451,22.4757019
16.48156128,23.02410278,19.76323853,21.82998047,18.92220459,21.9711853,21.3633667,18.12200317,21.39266357,15.44109497,23.32897339,20.53478394,21.68074951,19.66665039,20.277948,22.10415039,21.0178772,23.57293091
18.58809814,23.92235718,21.9800354,23.75023804,21.70134888,22.58391724,22.74401245,22.40187988,22.88121948,19.60894165,23.37355957,22.9019104,24.71782837,23.24971924,22.90862427,22.53841553,21.0128418,25.38411865
23.63994751,24.68035278,23.08416138,25.49602661,23.49852905,24.19432983,23.78191528,23.37679443,26.27687988,25.284021,23.89785156,23.12542114,24.68786011,23.51122437,23.44469604,24.68282471,23.28295288,26.29876099
25.55608521,23.55956421,23.13933716,23.86983643,24.86931763,25.06295166,24.62844238,24.15169678,26.8336731,26.31600342,23.42299805,22.67196045,24.11504517,24.85588989,25.29595337,24.18721924,24.10231934,27.19811401
25.35161743,22.38161621,21.97246704,23.25447998,24.10271606,23.28600464,23.2723938,24.18822632,25.54299316,25.16997681,22.81142578,21.82366333,22.97304688,23.67699585,23.87072144,23.30806885,23.74678955,26.31578979
24.54851685,22.11126099,21.35167847,22.1352478,23.39354858,22.68496094,22.32332764,23.29137573,24.32366333,24.62410889,22.12780151,21.5045105,22.49529419,23.15435181,22.75893555,22.79873047,22.7427002,24.60650024
24.28264771,21.45290527,20.7892395,21.32460938,23.12883911,22.92208252,22.36651001,23.39260254,23.58449707,23.83754883,21.61593018,20.50368652,22.04033813,23.13018188,22.98464355,22.83150635,23.05108032,23.69490967
24.25115356,21.40874634,20.93041382,21.25991211,22.60238037,22.67943726,22.64083252,23.22677002,23.53145752,23.86116943,21.56813965,20.63045654,22.11278687,22.47985229,23.09612427,22.75716553,23.08962402,23.06124268
24.27971802,21.63598022,21.07927856,21.38161621,23.02575073,23.02834473,22.90007935,23.12468872,23.97698364,24.51842651,21.58648071,20.65557251,21.78603516,22.44472656,23.12804565,23.06154785,23.04717407,23.48961792
24.86785278,21.94591675,21.3935791,21.75374756,23.49489746,22.62645874,22.62938843,23.15749512,24.51769409,24.56871948,22.23308716,21.08376465,22.22719727,23.35027466,22.68184814,22.68239746,23.09658203,24.70977173
23.06759033,21.39391479,21.32836304,21.46956787,20.51262817,20.475,21.43505249,22.53051147,24.25222168,22.41634521,22.03161011,21.34560547,22.04616699,21.95464478,20.32991943,21.10894165,22.26088867,24.6809021
19.64013062,20.77315674,20.51305542,20.7842041,18.8406311,20.9604126,20.71837769,21.46407471,21.76854858,18.89995728,22.02327881,21.35036621,20.39400635,17.22173462,21.20855103,20.33699951,20.48537598,24.22130737
18.71703491,22.60839233,20.49971924,22.30617676,19.05697021,21.39733276,21.81414185,19.37252197,22.57354126,15.7685791,21.91091309,21.00130615,22.02337036,17.74401245,21.76708374,21.32323608,21.02712402,23.66973267
19.64431152,24.63796387,22.84841309,24.84014282,21.51546631,22.80959473,22.59194336,21.8722168,24.61220703,17.86986694,23.76644287,21.37587891,24.87774048,19.66478882,23.32796631,23.35665283,22.5258728,25.59487305
25.19506226,23.97359619,22.36303101,25.67495117,25.8494812,24.71114502,24.30986938,23.5954834,27.15096436,25.92623291,24.59560547,21.55373535,25.27999268,25.71502075,24.92778931,23.65212402,23.74309692,26.56472168
26.50423584,22.68892822,21.86065063,24.91829834,24.83330688,25.02666626,23.92171631,23.83419189,26.6557251,26.77965698,24.28551636,22.09295044,24.96959839,25.05550537,25.5118042,24.59798584,23.81078491,26.63292847
25.97472534,22.40563354,21.55199585,23.28539429,22.67449341,23.90859375,23.50209961,23.92879639,26.23748169,25.709375,23.09142456,21.73375854,23.48864136,24.19545898,23.37841187,23.57738647,24.02373657,26.09932861
24.95742188,21.9550415,21.52138672,22.39196167,23.61776123,22.42543945,22.95101318,23.35195313,25.1635376,24.97481689,22.01174316,20.88121948,22.58110962,23.44457397,22.9024292,23.11568604,23.13536987,24.8015686
24.46819458,21.05895386,20.69906006,21.90062866,22.85964355,22.80046997,22.9757019,22.91365967,24.26513062,24.49996338,21.86556396,20.46102295,21.80205688,22.4956604,22.87191162,22.88262329,23.18935547,23.674646
24.27434692,21.3472229,20.76253662,21.55639038,22.66451416,22.834375,23.03728638,23.17171631,24.00127563,24.50084839,21.99730835,20.60408936,21.93837891,21.41069946,23.09050903,23.05239258,23.25060425,23.44786987
24.80999146,21.59975586,20.9996582,21.78557739,22.02868042,23.06658325,23.12478027,23.17925415,24.35323486,24.73504028,21.91973267,21.22133789,21.95150146,21.8953186,23.23534546,23.06710205,23.55117188,23.92998657
24.9263855,21.6144043,21.21557007,21.93374023,22.77855835,23.05831299,22.92928467,23.24022827,25.11068115,24.85344849,21.98000488,20.92095337,22.12609253,22.99974976,22.99691162,22.69255981,23.5864502,25.04683838
23.17608032,21.77382813,21.10216675,21.8598877,22.22918091,21.34655151,21.87182007,22.80272827,25.38884888,22.90847168,21.59505615,20.27105103,21.69384155,22.93184814,21.20949707,21.5480896,22.709375,24.40389404
18.44567261,20.99477539,20.76195679,21.8232666,20.56051025,21.27019653,21.19713745,21.36660156,23.84447632,16.05169067,21.10808716,19.17424927,21.29137573,18.23009644,20.75182495,20.14772949,21.62069092,23.06179199
17.08800659,22.43874512,21.67717896,22.94112549,17.2784668,21.65007935,19.57845459,20.47915039,22.4765564,15.44631348,22.22948608,21.27437744,22.36068115,17.33352051,21.73076782,19.46453247,21.35515747,24.01146851
19.58840332,23.24086914,22.34472046,25.20772705,18.75652466,23.08199463,22.837854,22.62389526,24.65084229,19.27730713,24.76708374,22.47002563,23.96431885,23.04525146,23.16362915,22.91689453,21.87227783,25.67104492
27.27456055,25.08492432,23.11071167,25.36733398,25.21380005,24.74282227,23.86797485,24.0588623,26.49089966,25.28862915,24.52172241,22.60061035,24.52697144,24.59139404,24.25905762,24.18792114,23.32238159,27.09346924
25.32753906,24.00161133,22.85195313,24.68526611,24.73272095,24.24767456,24.57537231,24.25039063,26.7902771,26.19072876,24.28658447,22.06725464,23.28453979,24.29570923,25.09816895,24.32201538,24.21096191,27.03154907
25.95406494,23.1451355,22.09041748,23.05794678,23.66369019,23.91936646,23.77037964,24.5418335,25.68184814,25.87706909,23.3270813,21.94674072,22.45165405,23.25722656,23.53951416,23.53103027,24.15255127,26.6085144
25.17113647,22.47213135,21.34832153,22.30010376,22.58294067,22.46248779,22.94072876,23.6213623,24.70714722,25.03597412,22.55150757,21.03115234,21.89180908,23.36480103,23.19942627,23.03804932,23.45836792,25.29622803
24.39763794,21.78228149,21.14321289,22.30974731,22.40056763,22.65288696,22.94503174,23.31557617,23.74041138,24.76873169,21.95159302,20.83449707,22.04815063,22.66332397,23.12487183,23.00518188,23.35848389,24.07921753
24.33001099,21.83638916,20.92485962,21.71859131,22.19585571,22.96972046,22.95827637,23.32058105,23.53832397,24.70876465,21.73668823,20.94576416,21.67730103,22.03701172,23.35924683,22.82982788,23.25127563,23.73696289
24.7421814,21.98476563,20.80013428,21.93926392,22.15142212,23.16280518,23.32839355,23.55040894,23.86376343,25.08696899,21.88762817,20.9885498,21.92867432,22.15264282,23.49752197,23.30800781,23.6692749,24.45241699
24.81090698,22.06206665,20.88964233,22.24941406,22.40880737,22.91842041,22.73500977,23.52434692,24.54766235,25.21712646,22.17177734,21.20357666,22.03319702,22.59319458,23.15651855,23.15780029,23.58571777,25.72619019
22.81112061,21.53310547,21.43557129,21.15355835,22.36956177,20.94893799,21.3850647,23.03685913,24.72982178,23.50560913,21.77953491,21.05645142,21.22832642,21.19658813,21.94515381,21.91521606,22.97667847,25.18221436
17.1463562,20.53634033,19.79390869,22.22683105,18.57515869,19.95238647,20.93776855,21.67427979,21.91973267,16.93789063,18.97615967,21.07888184,18.16628418,17.76668701,17.40810547,20.22896729,21.79335938,25.1010376
15.23623047,22.3310791,19.51030884,22.2940918,21.56612549,22.06353149,21.87606201,20.42775879,24.32836304,17.45342407,21.65358887,22.37893066,21.6927124,18.1574646,22.22710571,18.51278076,21.52611694,25.55819092
19.44112549,23.5241333,22.40996704,24.44591675,21.9984375,22.22799072,22.53045044,22.43306885,25.27959595,17.7293335,23.62700806,22.66469727,24.66481934,18.58446655,22.78304443,23.37929688,22.53902588,26.90621338
24.8038269,24.18215332,23.32460938,24.75026855,23.59746704,24.49163208,24.30721436,23.31188354,27.23729858,23.07686768,24.07042847,23.62035522,25.3130127,23.60753784,23.80144653,24.69707642,24.04454956,27.95192871
26.27858887,23.84835205,22.46776733,23.94405518,22.7579895,24.48293457,24.97875366,24.14498291,27.54726563,25.83748779,23.55220947,23.29058228,23.63723145,23.32451782,24.84029541,25.08300171,24.68990479,28.15770874
25.84737549,22.53911743,21.31835327,22.73034058,23.72353516,23.93184814,23.87661133,23.94954834,25.89760742,25.60445557,22.71077881,22.76390991,23.13744507,23.15148315,24.13952026,23.89623413,24.65648804,26.48305664
24.84560547,22.34057007,21.11174927,21.7854248,22.83876953,22.76159058,23.01763306,23.62697754,25.0473877,24.78618774,22.38793335,21.44484863,22.14455566,23.12734375,23.05959473,23.07073364,23.47515259,24.82027588
24.30111084,21.19555054,20.52791748,21.26619873,22.79888306,22.92376099,22.88240967,23.45888672,23.99865112,24.37523804,21.76821289,21.19411621,22.04445801,22.66314087,23.02156982,23.24694214,23.62963257,24.04067383
24.23555908,21.47179565,20.75118408,21.31029663,22.41713867,22.81588135,23.13787231,23.35643921,23.89708862,24.43779907,21.74825439,21.03829346,21.73937378,22.5050293,23.03112183,23.11947021,23.73986206,23.45525513
24.7451416,21.79827271,20.67785034,21.92980347,22.25994263,23.11681519,23.01687012,23.79940186,24.28426514,24.84377441,22.06258545,20.99855957,21.84914551,22.62212524,23.65883789,23.2880188,23.77477417,24.56716309
25.01647339,21.765802,21.05114136,21.94841919,22.65514526,22.78203735,22.82293091,23.7003418,25.23259888,24.67415771,22.05605469,21.38927612,22.2444397,23.1809021,23.53200684,22.89650879,23.90291748,25.08822021
22.68666992,21.50322876,21.43648682,21.9175354,21.40386353,21.00701294,21.26375732,23.25686035,24.30553589,23.47417603,21.95229492,21.12416992,22.34502563,21.47536621,22.17443237,21.73424683,23.18547974,24.3338562
17.84404907,22.5418335,19.23565063,18.8946167,18.324823,20.15700684,21.16246948,21.6696106,23.1317688,19.46187744,22.76845703,22.03023682,21.93868408,17.93190918,20.67342529,21.36156616,22.39519653,23.69811401
16.60088501,22.78463135,21.47814331,19.48009644,19.64003906,20.74590454,21.93172607,19.85643921,23.85201416,18.92077026,23.85582886,21.75640259,22.77279053,18.16491089,22.09832153,20.87276611,21.17666016,23.81682739
18.68255005,23.2746521,23.22069702,23.94899902,24.2512146,23.12526855,22.5649353,22.16295776,24.84127197,18.94375,23.70684204,21.67092285,23.45342407,22.4081665,23.3961731,22.72319946,22.61358032,24.38094482
24.78386841,24.21578369,23.27196655,25.80233154,26.54564819,24.22112427,24.70736084,24.16106567,26.83187256,25.95473633,25.00985107,23.32888184,24.88164673,25.49572144,24.3124939,24.4152771,24.02724609,26.3598877
